METHOD	FULL_PATH	MODULE	AUTH	ROLE	CONTROLLER_HANDLER	SERVICE	NOTES
GET	/api/v1/customer/admin/home/sections	home	yes	admin-jwt	homeController.listSections	home.service	-
POST	/api/v1/customer/admin/home/sections	home	yes	admin-jwt	homeController.createSection	home.service	-
DELETE	/api/v1/customer/admin/home/sections/:id	home	yes	admin-jwt	homeController.deleteSection	home.service	-
PUT	/api/v1/customer/admin/home/sections/:id	home	yes	admin-jwt	homeController.updateSection	home.service	-
PATCH	/api/v1/customer/admin/home/sections/:id/products	home	yes	admin-jwt	homeController.updateSectionProducts	home.service	-
POST	/api/v1/customer/admin/home/sections/reorder	home	yes	admin-jwt	homeController.reorderSections	home.service	-
POST	/api/v1/customer/admin/home/upload-product-image	home	yes	admin-jwt	homeController.uploadProductImage	home.service	-
GET	/api/v1/customer/admin/legal/config	legal	no	-	legalController.getAdminConfig	legal.service	-
PUT	/api/v1/customer/admin/legal/config	legal	no	-	legalController.updateAdminConfig	legal.service	-
GET	/api/v1/customer/admin/legal/documents	legal	no	-	legalController.listDocuments	legal.service	-
POST	/api/v1/customer/admin/legal/documents	legal	no	-	legalController.createDocument	legal.service	-
DELETE	/api/v1/customer/admin/legal/documents/:id	legal	no	-	legalController.deleteDocument	legal.service	-
GET	/api/v1/customer/admin/legal/documents/:id	legal	no	-	legalController.getDocument	legal.service	-
PUT	/api/v1/customer/admin/legal/documents/:id	legal	no	-	legalController.updateDocument	legal.service	-
POST	/api/v1/customer/admin/legal/documents/:id/set-current	legal	no	-	legalController.setCurrentDocument	legal.service	-
PUT	/api/v1/customer/admin/merch/inventory/:storeId	store	no	-	updateStoreInventoryAdmin	store.service	-
GET	/api/v1/customer/admin/merch/inventory/:storeId/history	store	no	-	getStoreInventoryHistoryAdmin	store.service	-
POST	/api/v1/customer/admin/merch/inventory/:storeId/replenish	store	no	-	triggerStoreReplenishmentAdmin	store.service	-
POST	/api/v1/customer/admin/merch/inventory/:storeId/sync	store	no	-	syncStoreInventoryAdmin	store.service	-
GET	/api/v1/customer/admin/merch/stores	store	no	-	listStoresAdmin	store.service	-
POST	/api/v1/customer/admin/merch/stores	store	no	-	createStoreAdmin	store.service	-
DELETE	/api/v1/customer/admin/merch/stores/:id	store	no	-	deleteStoreAdmin	store.service	-
PUT	/api/v1/customer/admin/merch/stores/:id	store	no	-	updateStoreAdmin	store.service	-
GET	/api/v1/customer/admin/notifications	notifications	no	-	notificationsController.adminList	notifications.service	-
DELETE	/api/v1/customer/admin/notifications/:id	notifications	no	-	notificationsController.adminRemove	notifications.service	-
POST	/api/v1/customer/admin/notifications/send	notifications	no	-	notificationsController.adminSend	notifications.service	-
GET	/api/v1/customer/admin/notifications/stats	notifications	no	-	notificationsController.adminStats	notifications.service	-
GET	/api/v1/customer/admin/onboarding-pages	onboarding	no	-	onboardingController.adminList	onboarding.service	-
POST	/api/v1/customer/admin/onboarding-pages	onboarding	no	-	onboardingController.adminCreate	onboarding.service	-
DELETE	/api/v1/customer/admin/onboarding-pages/:id	onboarding	no	-	onboardingController.adminRemove	onboarding.service	-
PUT	/api/v1/customer/admin/onboarding-pages/:id	onboarding	no	-	onboardingController.adminUpdate	onboarding.service	-
POST	/api/v1/customer/admin/onboarding-pages/:id/image	onboarding	no	-	onboardingController.adminUploadImage	onboarding.service	-
PUT	/api/v1/customer/admin/onboarding-pages/reorder	onboarding	no	-	onboardingController.adminReorder	onboarding.service	-
GET	/api/v1/customer/admin/pages	pages	no	-	listPages	pages.service	-
POST	/api/v1/customer/admin/pages	pages	no	-	createPage	pages.service	-
DELETE	/api/v1/customer/admin/pages/:id	pages	no	-	deletePage	pages.service	-
GET	/api/v1/customer/admin/pages/:id	pages	no	-	getPageAdmin	pages.service	-
PUT	/api/v1/customer/admin/pages/:id	pages	no	-	updatePage	pages.service	-
GET	/api/v1/customer/app-config	app-config	no	-	ctrl.getPublicConfig	app-config.service	-
POST	/api/v1/customer/auth/link-phone/send-otp	auth	yes	customer-jwt	authController.sendLinkPhoneOtp	auth.service	-
POST	/api/v1/customer/auth/link-phone/verify-otp	auth	yes	customer-jwt	authController.verifyLinkPhoneOtp	auth.service	-
POST	/api/v1/customer/auth/logout	auth	no	-	authController.logout	auth.service	-
POST	/api/v1/customer/auth/resend-otp	auth	no	-	authController.resendOtp	auth.service	-
POST	/api/v1/customer/auth/send-otp	auth	no	-	authController.sendOtp	auth.service	-
POST	/api/v1/customer/auth/verify-otp	auth	no	-	authController.verifyOtpController	auth.service	-
GET	/api/v1/customer/banners/:id	banners	no	-	bannersController.getBannerById	banners.service	-
GET	/api/v1/customer/bootstrap	bootstrap	no	-	getBootstrap	bootstrap.service	-
GET	/api/v1/customer/cart	cart	yes	customer-jwt	cartController.getCart	cart.service	-
DELETE	/api/v1/customer/cart/clear	cart	yes	customer-jwt	cartController.clear	cart.service	-
POST	/api/v1/customer/cart/items	cart	yes	customer-jwt	cartController.addCartItem	cart.service	-
PUT	/api/v1/customer/cart/items	cart	yes	customer-jwt	cartController.updateCartItemByProductVariant	cart.service	-
DELETE	/api/v1/customer/cart/items/:itemId	cart	yes	customer-jwt	cartController.removeCartItem	cart.service	-
PUT	/api/v1/customer/cart/items/:itemId	cart	yes	customer-jwt	cartController.updateCartItem	cart.service	-
POST	/api/v1/customer/cart/merge	cart	yes	customer-jwt	cartController.mergeCart	cart.service	-
GET	/api/v1/customer/categories	categories	no	-	categoriesController.listCategories	categories.service	-
GET	/api/v1/customer/categories/:id	categories	no	-	categoriesController.getCategoryDetail	categories.service	-
GET	/api/v1/customer/categories/:slug/products	categories	no	-	categoriesController.getCategoryProductsBySlug	categories.service	-
GET	/api/v1/customer/categories/:slug/subcategories	categories	no	-	categoriesController.getSubcategoriesByCategorySlug	categories.service	-
GET	/api/v1/customer/collections/:slug	collections	no	-	getCollection	collections.service	-
GET	/api/v1/customer/coupons	coupons	no	-	couponsController.list	coupons.service	-
POST	/api/v1/customer/coupons/redeem	coupons	yes	customer-jwt	couponsController.redeem	coupons.service	-
POST	/api/v1/customer/coupons/validate	coupons	no	-	couponsController.validate	coupons.service	-
GET	/api/v1/customer/delivery/estimate	delivery	no	-	getDeliveryEstimate	delivery.service	-
GET	/api/v1/customer/delivery/fee	delivery	no	-	getDeliveryFee	delivery.service	-
GET	/api/v1/customer/faq	faq	no	-	faqController.list	faq.service	-
POST	/api/v1/customer/faq/:id/feedback	faq	yes	customer-jwt	faqController.submitFeedback	faq.service	-
GET	/api/v1/customer/faq/categories	faq	no	-	faqController.listCategories	faq.service	-
GET	/api/v1/customer/home	home	no	-	homeController.getHome	home.service	-
POST	/api/v1/customer/legal/accept	legal	yes	customer-jwt	legalController.accept	legal.service	-
GET	/api/v1/customer/legal/config	legal	no	-	legalController.getConfig	legal.service	-
GET	/api/v1/customer/legal/license	legal	no	-	legalController.getLicense	legal.service	-
GET	/api/v1/customer/legal/privacy	legal	no	-	legalController.getPrivacy	legal.service	-
GET	/api/v1/customer/legal/terms	legal	no	-	legalController.getTerms	legal.service	-
GET	/api/v1/customer/locations/approximate	locations	no	-	approximate	locations.service	-
GET	/api/v1/customer/locations/suggestions	locations	no	-	suggestions	locations.service	-
GET	/api/v1/customer/notifications	notifications	yes	customer-jwt	notificationsController.list	notifications.service	-
DELETE	/api/v1/customer/notifications/:id	notifications	yes	customer-jwt	notificationsController.deleteOne	notifications.service	-
PUT	/api/v1/customer/notifications/:id/read	notifications	yes	customer-jwt	notificationsController.markOneRead	notifications.service	-
PUT	/api/v1/customer/notifications/:id/unread	notifications	yes	customer-jwt	notificationsController.markOneUnread	notifications.service	-
GET	/api/v1/customer/notifications/preferences	notifications	yes	customer-jwt	notificationsController.getPreferencesHandler	notifications.service	-
PUT	/api/v1/customer/notifications/preferences	notifications	yes	customer-jwt	notificationsController.updatePreferencesHandler	notifications.service	-
PUT	/api/v1/customer/notifications/read-all	notifications	yes	customer-jwt	notificationsController.markAllReadHandler	notifications.service	-
POST	/api/v1/customer/notifications/register-token	notifications	yes	customer-jwt	notificationsController.registerToken	notifications.service	-
POST	/api/v1/customer/notifications/register-web-push	notifications	yes	customer-jwt	notificationsController.registerWebPush	notifications.service	-
POST	/api/v1/customer/notifications/remove-all-tokens	notifications	yes	customer-jwt	notificationsController.removeAllTokens	notifications.service	-
POST	/api/v1/customer/notifications/remove-token	notifications	yes	customer-jwt	notificationsController.removeToken	notifications.service	-
GET	/api/v1/customer/notifications/unread-count	notifications	yes	customer-jwt	notificationsController.unreadCount	notifications.service	-
GET	/api/v1/customer/notifications/vapid-public-key	notifications	no	-	notificationsController.vapidPublicKey	notifications.service	-
POST	/api/v1/customer/onboarding/complete	onboarding	no	-	onboardingController.completeOnboarding	onboarding.service	-
GET	/api/v1/customer/onboarding/pages	onboarding	no	-	onboardingController.getPages	onboarding.service	-
GET	/api/v1/customer/onboarding/pages/:pageNumber	onboarding	no	-	onboardingController.getPageByNumber	onboarding.service	-
GET	/api/v1/customer/onboarding/status	onboarding	no	-	onboardingController.getStatus	onboarding.service	-
GET	/api/v1/customer/orders	orders	yes	customer-jwt	orderController.list	order.service	-
POST	/api/v1/customer/orders	orders	yes	customer-jwt	orderController.create	order.service	-
GET	/api/v1/customer/orders/:id	orders	yes	customer-jwt	orderController.getDetail	order.service	-
GET	/api/v1/customer/orders/:id/can-cancel	orders	yes	customer-jwt	orderController.canCancel	order.service	-
POST	/api/v1/customer/orders/:id/cancel	orders	yes	customer-jwt	orderController.cancel	order.service	-
GET	/api/v1/customer/orders/:id/invoice	invoice	yes	customer-jwt	invoice	invoice.service	-
POST	/api/v1/customer/orders/:id/rate	orders	yes	customer-jwt	orderController.rate	order.service	-
POST	/api/v1/customer/orders/:id/reorder	orders	yes	customer-jwt	orderController.reorder	order.service	-
GET	/api/v1/customer/orders/:id/status	orders	yes	customer-jwt	orderController.status	order.service	-
GET	/api/v1/customer/orders/:id/tracking	orders	yes	customer-jwt	orderController.tracking	order.service	-
PUT	/api/v1/customer/orders/:id/update-status	orders	yes	admin-jwt	orderController.updateStatus	order.service	-
POST	/api/v1/customer/orders/:id/verify-otp	orders	yes	customer-jwt	orderController.verifyOtp	order.service	-
GET	/api/v1/customer/orders/active	orders	yes	customer-jwt	orderController.active	order.service	-
GET	/api/v1/customer/pages/:slug	pages	no	-	getPage	pages.service	-
GET	/api/v1/customer/payments/methods	payments	yes	customer-jwt	controller.getMethods	payments.service	-
POST	/api/v1/customer/payments/methods	payments	yes	customer-jwt	controller.addPaymentMethod	payments.service	-
DELETE	/api/v1/customer/payments/methods/:id	payments	yes	customer-jwt	controller.removePaymentMethod	payments.service	-
PUT	/api/v1/customer/payments/methods/:id	payments	yes	customer-jwt	controller.updatePaymentMethod	payments.service	-
POST	/api/v1/customer/payments/methods/:id/default	payments	yes	customer-jwt	controller.setDefaultMethod	payments.service	-
POST	/api/v1/customer/payments/worldline/abort	payments	yes	customer-jwt	controller.abortWorldlinePayment	payments.service	-
POST	/api/v1/customer/payments/worldline/complete	payments	yes	customer-jwt	controller.completeWorldlinePayment	payments.service	-
POST	/api/v1/customer/payments/worldline/session	payments	yes	customer-jwt	controller.createWorldlineSession	payments.service	-
GET	/api/v1/customer/payments/worldline/status	payments	yes	customer-jwt	controller.getWorldlineStatus	payments.service	-
GET	/api/v1/customer/products/:id	products	no	-	productsController.getProductDetail	products.service	-
GET	/api/v1/customer/products/search	products	no	-	productsController.searchProducts	products.service	-
GET	/api/v1/customer/products/search/suggestions	products	no	-	productsController.searchSuggestions	products.service	-
GET	/api/v1/customer/products/search/trending	products	no	-	productsController.getTrendingSearches	products.service	-
GET	/api/v1/customer/refunds	refunds	yes	customer-jwt	controller.list	refunds.service	-
GET	/api/v1/customer/refunds/:id	refunds	yes	customer-jwt	controller.getById	refunds.service	-
GET	/api/v1/customer/refunds/:id/details	refunds	yes	customer-jwt	controller.getDetails	refunds.service	-
POST	/api/v1/customer/refunds/request	refunds	yes	customer-jwt	controller.createRequest	refunds.service	-
GET	/api/v1/customer/search	products	no	-	searchProducts	search.service	-
GET	/api/v1/customer/search/suggestions	products	no	-	searchSuggestions	search.service	-
GET	/api/v1/customer/search/trending	products	no	-	getTrendingSearches	search.service	-
GET	/api/v1/customer/sections/:key/products	home	no	-	homeController.getSectionProducts	sections.service	-
GET	/api/v1/customer/store/:storeId/inventory	store	no	-	getStoreInventory	store.service	-
POST	/api/v1/customer/store/assign	store	no	-	assignStore	store.service	-
GET	/api/v1/customer/support/tickets	support	yes	customer-jwt	supportController.listMyTickets	support.service	-
POST	/api/v1/customer/support/tickets	support	yes	customer-jwt	supportController.createTicket	support.service	-
GET	/api/v1/customer/support/tickets/:ticketId/messages	support	yes	customer-jwt	supportController.getTicketMessages	support.service	-
POST	/api/v1/customer/support/tickets/:ticketId/reopen	support	yes	customer-jwt	supportController.reopenTicket	support.service	-
GET	/api/v1/customer/support/tickets/active	support	yes	customer-jwt	supportController.getActiveChatTicket	support.service	-
PUT	/api/v1/customer/user/change-password	user	yes	customer-jwt	userController.changePassword	user.service	-
POST	/api/v1/customer/user/phone/resend-otp	user	yes	customer-jwt	authController.resendOtp	user.service	-
POST	/api/v1/customer/user/phone/send-otp	user	yes	customer-jwt	authController.sendLinkPhoneOtp	user.service	-
POST	/api/v1/customer/user/phone/verify-otp	user	yes	customer-jwt	authController.verifyLinkPhoneOtp	user.service	-
GET	/api/v1/customer/user/profile	user	yes	customer-jwt	userController.getProfile	user.service	-
PUT	/api/v1/customer/user/profile	user	yes	customer-jwt	userController.updateProfile	user.service	-
POST	/api/v1/customer/user/profile/avatar	user	yes	customer-jwt	userController.uploadAvatar	user.service	-
GET	/api/v1/customer/wallet/balance	wallet	yes	customer-jwt	controller.getBalance	wallet.service	-
POST	/api/v1/customer/wallet/credit	wallet	yes	customer-jwt	controller.creditForTopUp	wallet.service	-
POST	/api/v1/customer/wallet/debit	wallet	yes	customer-jwt	controller.debitForCheckout	wallet.service	-
POST	/api/v1/customer/wallet/top-up/session	wallet	yes	customer-jwt	controller.initiateTopUp	wallet.service	-
GET	/api/v1/customer/wallet/transactions	wallet	yes	customer-jwt	controller.getTransactions	wallet.service	-
GET	/api/v1/darkstore/alerts	darkstore	yes	admin-jwt	ctrl.getAlerts	darkstore.service	-
GET	/api/v1/darkstore/alerts/:alertId	darkstore	yes	admin-jwt	ctrl.getAlertById	darkstore.service	-
POST	/api/v1/darkstore/alerts/:alertId/action	darkstore	yes	admin-jwt	ctrl.performAlertAction	darkstore.service	-
GET	/api/v1/darkstore/alerts/debug/ids	darkstore	yes	admin-jwt	ctrl.getAlertsDebugIds	darkstore.service	-
DELETE	/api/v1/darkstore/alerts/resolved	darkstore	yes	admin-jwt	ctrl.clearResolvedAlerts	darkstore.service	-
POST	/api/v1/darkstore/alerts/resolved/clear	darkstore	yes	admin-jwt	ctrl.clearResolvedAlerts	darkstore.service	-
POST	/api/v1/darkstore/analytics/export	darkstore	yes	admin-jwt	ctrl.exportReport	darkstore.service	-
GET	/api/v1/darkstore/analytics/fleet-utilization	darkstore	yes	admin-jwt	ctrl.getRiderPerformance	darkstore.service	-
GET	/api/v1/darkstore/analytics/rider-performance	darkstore	yes	admin-jwt	ctrl.getRiderPerformance	darkstore.service	-
GET	/api/v1/darkstore/analytics/sla-adherence	darkstore	yes	admin-jwt	ctrl.getSlaAdherence	darkstore.service	-
GET	/api/v1/darkstore/dashboard/alert-history	darkstore	yes	admin-jwt	ctrl.getAlertHistory	darkstore.service	-
GET	/api/v1/darkstore/dashboard/live-orders	darkstore	yes	admin-jwt	ctrl.getLiveOrders	darkstore.service	-
GET	/api/v1/darkstore/dashboard/refresh	darkstore	yes	admin-jwt	res.json	darkstore.service	-
POST	/api/v1/darkstore/dashboard/refresh	darkstore	yes	admin-jwt	res.json	darkstore.service	-
GET	/api/v1/darkstore/dashboard/rto-alerts	darkstore	yes	admin-jwt	ctrl.getRTOAlerts	darkstore.service	-
GET	/api/v1/darkstore/dashboard/staff-load	darkstore	yes	admin-jwt	ctrl.getStaffLoad	darkstore.service	-
GET	/api/v1/darkstore/dashboard/stock-alerts	darkstore	yes	admin-jwt	ctrl.getStockAlerts	darkstore.service	-
GET	/api/v1/darkstore/dashboard/store-profile	darkstore	yes	admin-jwt	ctrl.getStoreProfile	darkstore.service	-
GET	/api/v1/darkstore/dashboard/summary	darkstore	yes	admin-jwt	ctrl.getDashboardSummary	darkstore.service	-
GET	/api/v1/darkstore/dashboard/warehouse-profile	darkstore	yes	admin-jwt	ctrl.getWarehouseProfile	darkstore.service	-
GET	/api/v1/darkstore/health/checklists	darkstore	yes	admin-jwt	ctrl.getChecklists	darkstore.service	-
PUT	/api/v1/darkstore/health/checklists/:checklistId/items/:itemId	darkstore	yes	admin-jwt	ctrl.updateChecklistItem	darkstore.service	-
POST	/api/v1/darkstore/health/checklists/:checklistId/submit	darkstore	yes	admin-jwt	ctrl.submitChecklist	darkstore.service	-
GET	/api/v1/darkstore/health/equipment	darkstore	yes	admin-jwt	ctrl.getEquipment	darkstore.service	-
GET	/api/v1/darkstore/health/incidents	darkstore	yes	admin-jwt	ctrl.getIncidents	darkstore.service	-
POST	/api/v1/darkstore/health/incidents	darkstore	yes	admin-jwt	ctrl.reportIncident	darkstore.service	-
PUT	/api/v1/darkstore/health/incidents/:incidentId/resolve	darkstore	yes	admin-jwt	ctrl.resolveIncident	darkstore.service	-
GET	/api/v1/darkstore/health/summary	darkstore	yes	admin-jwt	ctrl.getHealthSummary	darkstore.service	-
GET	/api/v1/darkstore/hsd/devices/:deviceId/actions	darkstore	yes	admin-jwt	ctrl.getDeviceHistory	darkstore.service	-
POST	/api/v1/darkstore/hsd/devices/:deviceId/assign	darkstore	yes	admin-jwt	ctrl.assignHSDDevice	darkstore.service	-
POST	/api/v1/darkstore/hsd/devices/:deviceId/control	darkstore	yes	admin-jwt	ctrl.deviceControl	darkstore.service	-
GET	/api/v1/darkstore/hsd/devices/:deviceId/history	darkstore	yes	admin-jwt	ctrl.getDeviceHistory	darkstore.service	-
POST	/api/v1/darkstore/hsd/devices/:deviceId/unassign	darkstore	yes	admin-jwt	ctrl.unassignHSDDevice	darkstore.service	-
POST	/api/v1/darkstore/hsd/devices/bulk-reset	darkstore	yes	admin-jwt	res.json	darkstore.service	-
POST	/api/v1/darkstore/hsd/devices/register	darkstore	yes	admin-jwt	ctrl.registerHSDDevice	darkstore.service	-
GET	/api/v1/darkstore/hsd/fleet	darkstore	yes	admin-jwt	ctrl.getHSDFleetOverview	darkstore.service	-
GET	/api/v1/darkstore/hsd/issues	darkstore	yes	admin-jwt	ctrl.getHSDIssues	darkstore.service	-
POST	/api/v1/darkstore/hsd/issues/report	darkstore	yes	admin-jwt	ctrl.reportHSDIssue	darkstore.service	-
GET	/api/v1/darkstore/hsd/logs	darkstore	yes	admin-jwt	ctrl.getAuditLogs	darkstore.service	-
GET	/api/v1/darkstore/hsd/picker-users	darkstore	yes	admin-jwt	ctrl.getHSDPickerUsers	darkstore.service	-
POST	/api/v1/darkstore/hsd/requisitions	darkstore	yes	admin-jwt	ctrl.createHSDRequisition	darkstore.service	-
POST	/api/v1/darkstore/hsd/sessions/:deviceId/action	darkstore	yes	admin-jwt	ctrl.sessionAction	darkstore.service	-
GET	/api/v1/darkstore/hsd/sessions/live	darkstore	yes	admin-jwt	ctrl.getLiveSessions	darkstore.service	-
GET	/api/v1/darkstore/hsd/users	darkstore	yes	admin-jwt	ctrl.getHSDUserList	darkstore.service	-
GET	/api/v1/darkstore/hsd/users/:userId/device-request-otp	darkstore	yes	admin-jwt	ctrl.getHSDUserOtp	darkstore.service	-
POST	/api/v1/darkstore/hsd/users/:userId/generate-device-otp	darkstore	yes	admin-jwt	ctrl.generateHSDUserOtp	darkstore.service	-
GET	/api/v1/darkstore/inbound/grn	darkstore	yes	admin-jwt	ctrl.getGRNList	darkstore.service	-
GET	/api/v1/darkstore/inbound/grn/:grnId	darkstore	yes	admin-jwt	ctrl.getGRNDetails	darkstore.service	-
POST	/api/v1/darkstore/inbound/grn/:grnId/complete	darkstore	yes	admin-jwt	ctrl.completeGRNProcessing	darkstore.service	-
PUT	/api/v1/darkstore/inbound/grn/:grnId/items/:sku	darkstore	yes	admin-jwt	ctrl.updateGRNItemQuantity	darkstore.service	-
POST	/api/v1/darkstore/inbound/grn/:grnId/start	darkstore	yes	admin-jwt	ctrl.startGRNProcessing	darkstore.service	-
GET	/api/v1/darkstore/inbound/putaway	darkstore	yes	admin-jwt	ctrl.getPutawayTasks	darkstore.service	-
POST	/api/v1/darkstore/inbound/putaway/:taskId/assign	darkstore	yes	admin-jwt	ctrl.assignPutawayTask	darkstore.service	-
POST	/api/v1/darkstore/inbound/putaway/:taskId/complete	darkstore	yes	admin-jwt	ctrl.completePutawayTask	darkstore.service	-
GET	/api/v1/darkstore/inbound/summary	darkstore	yes	admin-jwt	ctrl.getInboundSummary	darkstore.service	-
GET	/api/v1/darkstore/inbound/transfers	darkstore	yes	admin-jwt	ctrl.getInterStoreTransfers	darkstore.service	-
GET	/api/v1/darkstore/inbound/transfers/:transferId	darkstore	yes	admin-jwt	ctrl.getInterStoreTransfers	darkstore.service	-
POST	/api/v1/darkstore/inbound/transfers/:transferId/receive	darkstore	yes	admin-jwt	ctrl.receiveInterStoreTransfer	darkstore.service	-
POST	/api/v1/darkstore/inbound/transfers/sync	darkstore	yes	admin-jwt	ctrl.syncInterStoreTransfers	darkstore.service	-
GET	/api/v1/darkstore/inventory/adjustments	darkstore	yes	admin-jwt	ctrl.getAdjustments	darkstore.service	-
POST	/api/v1/darkstore/inventory/adjustments	darkstore	yes	admin-jwt	ctrl.createAdjustment	darkstore.service	-
GET	/api/v1/darkstore/inventory/audit-log	darkstore	yes	admin-jwt	ctrl.getAuditLog	darkstore.service	-
POST	/api/v1/darkstore/inventory/bulk-import	darkstore	yes	admin-jwt	ctrl.bulkImportInventory	darkstore.service	-
GET	/api/v1/darkstore/inventory/cycle-count	darkstore	yes	admin-jwt	ctrl.getCycleCount	darkstore.service	-
GET	/api/v1/darkstore/inventory/cycle-count/report	darkstore	yes	admin-jwt	ctrl.downloadCycleCountReport	darkstore.service	-
GET	/api/v1/darkstore/inventory/import-template	darkstore	yes	admin-jwt	ctrl.downloadInventoryImportTemplate	darkstore.service	-
PUT	/api/v1/darkstore/inventory/items/:sku	darkstore	yes	admin-jwt	ctrl.updateInventoryItem	darkstore.service	-
GET	/api/v1/darkstore/inventory/product-location/:sku	darkstore	yes	admin-jwt	ctrl.getProductLocation	darkstore.service	-
GET	/api/v1/darkstore/inventory/restock	darkstore	yes	admin-jwt	ctrl.listRestocks	darkstore.service	-
POST	/api/v1/darkstore/inventory/restock	darkstore	yes	admin-jwt	ctrl.createRestock	darkstore.service	-
POST	/api/v1/darkstore/inventory/restock-task	darkstore	yes	admin-jwt	ctrl.createRestockTask	darkstore.service	-
POST	/api/v1/darkstore/inventory/scan	darkstore	yes	admin-jwt	ctrl.scanItem	darkstore.service	-
GET	/api/v1/darkstore/inventory/shelf-view	darkstore	yes	admin-jwt	ctrl.getShelfView	darkstore.service	-
GET	/api/v1/darkstore/inventory/shelves	darkstore	yes	admin-jwt	ctrl.listShelves	darkstore.service	-
POST	/api/v1/darkstore/inventory/shelves	darkstore	yes	admin-jwt	ctrl.createShelf	darkstore.service	-
DELETE	/api/v1/darkstore/inventory/shelves/:shelfId	darkstore	yes	admin-jwt	ctrl.deleteShelf	darkstore.service	-
PUT	/api/v1/darkstore/inventory/shelves/:shelfId	darkstore	yes	admin-jwt	ctrl.updateShelf	darkstore.service	-
GET	/api/v1/darkstore/inventory/stock-levels	darkstore	yes	admin-jwt	ctrl.getStockLevels	darkstore.service	-
DELETE	/api/v1/darkstore/inventory/stock-levels/:sku	darkstore	yes	admin-jwt	ctrl.deleteInventoryItem	darkstore.service	-
PUT	/api/v1/darkstore/inventory/stock-levels/:sku	darkstore	yes	admin-jwt	ctrl.updateStockLevel	darkstore.service	-
PUT	/api/v1/darkstore/inventory/stock-levels/:sku/status	darkstore	yes	admin-jwt	ctrl.changeItemStatus	darkstore.service	-
GET	/api/v1/darkstore/issues	darkstore	yes	admin-jwt	ctrl.listIssues	darkstore.service	-
GET	/api/v1/darkstore/issues/:id	darkstore	yes	admin-jwt	ctrl.getIssueById	darkstore.service	-
PATCH	/api/v1/darkstore/issues/:id	darkstore	yes	admin-jwt	ctrl.updateIssue	darkstore.service	-
GET	/api/v1/darkstore/issues/ops-users	darkstore	yes	admin-jwt	ctrl.getOpsUsers	darkstore.service	-
POST	/api/v1/darkstore/logistics/estimate	darkstore	yes	admin-jwt	ctrl.getLogisticsEstimate	darkstore.service	-
GET	/api/v1/darkstore/logistics/orders	darkstore	yes	admin-jwt	ctrl.listLogisticsOrders	darkstore.service	-
POST	/api/v1/darkstore/logistics/orders	darkstore	yes	admin-jwt	ctrl.createLogisticsOrder	darkstore.service	-
GET	/api/v1/darkstore/logistics/orders/:id	darkstore	yes	admin-jwt	ctrl.getLogisticsOrder	darkstore.service	-
POST	/api/v1/darkstore/logistics/orders/:id/cancel	darkstore	yes	admin-jwt	ctrl.cancelLogisticsOrder	darkstore.service	-
GET	/api/v1/darkstore/logistics/orders/:id/tracking	darkstore	yes	admin-jwt	ctrl.getLogisticsOrderTracking	darkstore.service	-
GET	/api/v1/darkstore/operations/activity-feed	darkstore	yes	admin-jwt	ctrl.getActivityFeed	darkstore.service	-
GET	/api/v1/darkstore/operations/alerts	darkstore	yes	admin-jwt	ctrl.getOperationalAlerts	darkstore.service	-
GET	/api/v1/darkstore/operations/escalation-suggestions	darkstore	yes	admin-jwt	ctrl.getEscalationSuggestions	darkstore.service	-
GET	/api/v1/darkstore/operations/exception-queue	darkstore	yes	admin-jwt	ctrl.getExceptionQueue	darkstore.service	-
GET	/api/v1/darkstore/operations/live-picking	darkstore	yes	admin-jwt	ctrl.getLivePickingMonitor	darkstore.service	-
GET	/api/v1/darkstore/operations/missing-items	darkstore	yes	admin-jwt	ctrl.getMissingItems	darkstore.service	-
GET	/api/v1/darkstore/operations/order-workflow/:orderId	darkstore	yes	admin-jwt	ctrl.getOrderWorkflow	darkstore.service	-
GET	/api/v1/darkstore/operations/pipeline	darkstore	yes	admin-jwt	ctrl.getPipelineStats	darkstore.service	-
GET	/api/v1/darkstore/operations/regional-pipeline	darkstore	yes	admin-jwt	ctrl.getRegionalPipeline	darkstore.service	-
GET	/api/v1/darkstore/operations/sla-monitor	darkstore	yes	admin-jwt	ctrl.getSlaMonitor	darkstore.service	-
GET	/api/v1/darkstore/operations/workflow-sla-metrics	darkstore	yes	admin-jwt	ctrl.getWorkflowSlaMetrics	darkstore.service	-
GET	/api/v1/darkstore/orders	darkstore	yes	admin-jwt	ctrl.getOrders	darkstore.service	-
GET	/api/v1/darkstore/orders/:orderId	darkstore	yes	admin-jwt	ctrl.getOrderById	darkstore.service	-
PATCH	/api/v1/darkstore/orders/:orderId	darkstore	yes	admin-jwt	ctrl.updateOrder	darkstore.service	-
GET	/api/v1/darkstore/orders/:orderId/action-logs	darkstore	yes	admin-jwt	ctrl.getAlertHistory	darkstore.service	-
PATCH	/api/v1/darkstore/orders/:orderId/assign	darkstore	yes	admin-jwt	ctrl.assignOrder	darkstore.service	-
PATCH	/api/v1/darkstore/orders/:orderId/bag-rack	darkstore	yes	admin-jwt	ctrl.updateBagRack	darkstore.service	-
GET	/api/v1/darkstore/orders/:orderId/call-customer	darkstore	yes	admin-jwt	ctrl.getCallCustomerLog	darkstore.service	-
POST	/api/v1/darkstore/orders/:orderId/call-customer	darkstore	yes	admin-jwt	ctrl.callCustomer	darkstore.service	-
